# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AFCEA10_003795	AFCEA10_003795	AFCEA10_003795-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_003797	AFCEA10_003797	AFCEA10_003797-T1	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFCEA10_003798	AFCEA10_003798	AFCEA10_003798-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003799	AFCEA10_003799	AFCEA10_003799-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003800	AFCEA10_003800	AFCEA10_003800-T1	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFCEA10_003801	AFCEA10_003801	AFCEA10_003801-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_003802	AFCEA10_003802	AFCEA10_003802-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003827	AFCEA10_003827	AFCEA10_003827-T1	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0
AFCEA10_003828	AFCEA10_003828	AFCEA10_003828-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFCEA10_003830	AFCEA10_003830	AFCEA10_003830-T2	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFCEA10_003842	AFCEA10_003842	AFCEA10_003842-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003843	AFCEA10_003843	AFCEA10_003843-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_003844	AFCEA10_003844	AFCEA10_003844-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003845	AFCEA10_003845	AFCEA10_003845-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003854	AFCEA10_003854	AFCEA10_003854-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_003855	AFCEA10_003855	AFCEA10_003855-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003856	AFCEA10_003856	AFCEA10_003856-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003856	AFCEA10_003856	AFCEA10_003856-T2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003856	AFCEA10_003856	AFCEA10_003856-T3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003857	AFCEA10_003857	AFCEA10_003857-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_003858	AFCEA10_003858	AFCEA10_003858-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003859	AFCEA10_003859	AFCEA10_003859-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_003883	AFCEA10_003883	AFCEA10_003883-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003885	AFCEA10_003885	AFCEA10_003885-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_003886	AFCEA10_003886	AFCEA10_003886-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_003887	AFCEA10_003887	AFCEA10_003887-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_003922	AFCEA10_003922	AFCEA10_003922-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_003923	AFCEA10_003923	AFCEA10_003923-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_003958	AFCEA10_003958	AFCEA10_003958-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003974	AFCEA10_003974	AFCEA10_003974-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_003975	AFCEA10_003975	AFCEA10_003975-T1	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_003977	AFCEA10_003977	AFCEA10_003977-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003978	AFCEA10_003978	AFCEA10_003978-T1	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003979	AFCEA10_003979	AFCEA10_003979-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFCEA10_003980	AFCEA10_003980	AFCEA10_003980-T1	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_003997	AFCEA10_003997	AFCEA10_003997-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003998	AFCEA10_003998	AFCEA10_003998-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_003999	AFCEA10_003999	AFCEA10_003999-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004002	AFCEA10_004002	AFCEA10_004002-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004003	AFCEA10_004003	AFCEA10_004003-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004004	AFCEA10_004004	AFCEA10_004004-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004006	AFCEA10_004006	AFCEA10_004006-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004015	AFCEA10_004015	AFCEA10_004015-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004016	AFCEA10_004016	AFCEA10_004016-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004022	AFCEA10_004022	AFCEA10_004022-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFCEA10_004023	AFCEA10_004023	AFCEA10_004023-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFCEA10_004023	AFCEA10_004023	AFCEA10_004023-T2	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFCEA10_004023	AFCEA10_004023	AFCEA10_004023-T3	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFCEA10_004024	AFCEA10_004024	AFCEA10_004024-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFCEA10_004038	AFCEA10_004038	AFCEA10_004038-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_004039	AFCEA10_004039	AFCEA10_004039-T1	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004046	AFCEA10_004046	AFCEA10_004046-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_004047	AFCEA10_004047	AFCEA10_004047-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AFCEA10_004048	AFCEA10_004048	AFCEA10_004048-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_004082	AFCEA10_004082	AFCEA10_004082-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004082	AFCEA10_004082	AFCEA10_004082-T2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004083	AFCEA10_004083	AFCEA10_004083-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004084	AFCEA10_004084	AFCEA10_004084-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004085	AFCEA10_004085	AFCEA10_004085-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004102	AFCEA10_004102	AFCEA10_004102-T1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_004102	AFCEA10_004102	AFCEA10_004102-T2	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_004103	AFCEA10_004103	AFCEA10_004103-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004104	AFCEA10_004104	AFCEA10_004104-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004105	AFCEA10_004105	AFCEA10_004105-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004107	AFCEA10_004107	AFCEA10_004107-T1	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
AFCEA10_004110	AFCEA10_004110	AFCEA10_004110-T1	protein_coding	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4
AFCEA10_004111	AFCEA10_004111	AFCEA10_004111-T1	protein_coding	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
AFCEA10_004114	AFCEA10_004114	AFCEA10_004114-T1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
AFCEA10_004115	AFCEA10_004115	AFCEA10_004115-T1	protein_coding	0	0	0	6	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0
AFCEA10_004116	AFCEA10_004116	AFCEA10_004116-T1	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0
AFCEA10_004117	AFCEA10_004117	AFCEA10_004117-T1	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AFCEA10_004118	AFCEA10_004118	AFCEA10_004118-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_004119	AFCEA10_004119	AFCEA10_004119-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004121	AFCEA10_004121	AFCEA10_004121-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004122	AFCEA10_004122	AFCEA10_004122-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004123	AFCEA10_004123	AFCEA10_004123-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004134	AFCEA10_004134	AFCEA10_004134-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004135	AFCEA10_004135	AFCEA10_004135-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004136	AFCEA10_004136	AFCEA10_004136-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004198	AFCEA10_004198	AFCEA10_004198-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004199	AFCEA10_004199	AFCEA10_004199-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFCEA10_004200	AFCEA10_004200	AFCEA10_004200-T1	protein_coding	0	0	0	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AFCEA10_004204	AFCEA10_004204	AFCEA10_004204-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFCEA10_004238	AFCEA10_004238	AFCEA10_004238-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004240	AFCEA10_004240	AFCEA10_004240-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004241	AFCEA10_004241	AFCEA10_004241-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004242	AFCEA10_004242	AFCEA10_004242-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_004248	AFCEA10_004248	AFCEA10_004248-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004250	AFCEA10_004250	AFCEA10_004250-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFCEA10_004251	AFCEA10_004251	AFCEA10_004251-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004260	AFCEA10_004260	AFCEA10_004260-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_004260	AFCEA10_004260	AFCEA10_004260-T2	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_004261	AFCEA10_004261	AFCEA10_004261-T1	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_004262	AFCEA10_004262	AFCEA10_004262-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AFCEA10_004264	AFCEA10_004264	AFCEA10_004264-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004273	AFCEA10_004273	AFCEA10_004273-T1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFCEA10_004274	AFCEA10_004274	AFCEA10_004274-T1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFCEA10_004275	AFCEA10_004275	AFCEA10_004275-T1	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFCEA10_004280	AFCEA10_004280	AFCEA10_004280-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004281	AFCEA10_004281	AFCEA10_004281-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004284	AFCEA10_004284	AFCEA10_004284-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004304	AFCEA10_004304	AFCEA10_004304-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004305	AFCEA10_004305	AFCEA10_004305-T1	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
AFCEA10_004306	AFCEA10_004306	AFCEA10_004306-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004307	AFCEA10_004307	AFCEA10_004307-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004308	AFCEA10_004308	AFCEA10_004308-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004381	AFCEA10_004381	AFCEA10_004381-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_004392	AFCEA10_004392	AFCEA10_004392-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_004424	AFCEA10_004424	AFCEA10_004424-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004425	AFCEA10_004425	AFCEA10_004425-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
AFCEA10_004427	AFCEA10_004427	AFCEA10_004427-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004428	AFCEA10_004428	AFCEA10_004428-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004429	AFCEA10_004429	AFCEA10_004429-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004441	AFCEA10_004441	AFCEA10_004441-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004443	AFCEA10_004443	AFCEA10_004443-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004450	AFCEA10_004450	AFCEA10_004450-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_004451	AFCEA10_004451	AFCEA10_004451-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_004452	AFCEA10_004452	AFCEA10_004452-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_004453	AFCEA10_004453	AFCEA10_004453-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
AFCEA10_004454	AFCEA10_004454	AFCEA10_004454-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AFCEA10_004455	AFCEA10_004455	AFCEA10_004455-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_004456	AFCEA10_004456	AFCEA10_004456-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFCEA10_004457	AFCEA10_004457	AFCEA10_004457-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFCEA10_004458	AFCEA10_004458	AFCEA10_004458-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
AFCEA10_004459	AFCEA10_004459	AFCEA10_004459-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFCEA10_004460	AFCEA10_004460	AFCEA10_004460-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFCEA10_004461	AFCEA10_004461	AFCEA10_004461-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004462	AFCEA10_004462	AFCEA10_004462-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004463	AFCEA10_004463	AFCEA10_004463-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004464	AFCEA10_004464	AFCEA10_004464-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004480	AFCEA10_004480	AFCEA10_004480-T1	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFCEA10_004481	AFCEA10_004481	AFCEA10_004481-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004483	AFCEA10_004483	AFCEA10_004483-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004483	AFCEA10_004483	AFCEA10_004483-T2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004484	AFCEA10_004484	AFCEA10_004484-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_004484	AFCEA10_004484	AFCEA10_004484-T2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_004485	AFCEA10_004485	AFCEA10_004485-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004570	AFCEA10_004570	AFCEA10_004570-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004571	AFCEA10_004571	AFCEA10_004571-T1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_004611	AFCEA10_004611	AFCEA10_004611-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFCEA10_004611	AFCEA10_004611	AFCEA10_004611-T2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFCEA10_004622	AFCEA10_004622	AFCEA10_004622-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004629	AFCEA10_004629	AFCEA10_004629-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004630	AFCEA10_004630	AFCEA10_004630-T1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_004630	AFCEA10_004630	AFCEA10_004630-T2	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_004632	AFCEA10_004632	AFCEA10_004632-T1	protein_coding	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
AFCEA10_004634	AFCEA10_004634	AFCEA10_004634-T1	protein_coding	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFCEA10_004635	AFCEA10_004635	AFCEA10_004635-T1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
AFCEA10_004636	AFCEA10_004636	AFCEA10_004636-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFCEA10_004637	AFCEA10_004637	AFCEA10_004637-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFCEA10_004657	AFCEA10_004657	AFCEA10_004657-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004658	AFCEA10_004658	AFCEA10_004658-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004674	AFCEA10_004674	AFCEA10_004674-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_004675	AFCEA10_004675	AFCEA10_004675-T1	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_004676	AFCEA10_004676	AFCEA10_004676-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_004685	AFCEA10_004685	AFCEA10_004685-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004717	AFCEA10_004717	AFCEA10_004717-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_004719	AFCEA10_004719	AFCEA10_004719-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
AFCEA10_004729	AFCEA10_004729	AFCEA10_004729-T1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AFCEA10_004730	AFCEA10_004730	AFCEA10_004730-T1	protein_coding	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
AFCEA10_004731	AFCEA10_004731	AFCEA10_004731-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004733	AFCEA10_004733	AFCEA10_004733-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_004773	AFCEA10_004773	AFCEA10_004773-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_004775	AFCEA10_004775	AFCEA10_004775-T1	protein_coding	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
AFCEA10_004776	AFCEA10_004776	AFCEA10_004776-T1	protein_coding	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1
AFCEA10_004777	AFCEA10_004777	AFCEA10_004777-T1	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AFCEA10_004778	AFCEA10_004778	AFCEA10_004778-T1	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AFCEA10_004779	AFCEA10_004779	AFCEA10_004779-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
